count,coordinates,valname
1576,"[-73.930616, 40.79467]",C1951
1575,"[-73.791332, 40.661392]",C1952
1572,"[-73.792593, 40.656996]",C1953
1570,"[-73.96889, 40.772529]",C1954
1570,"[-73.897303, 40.612059]",C1955
1568,"[-74.086553, 40.757712]",C1956
1568,"[-74.005708, 40.725675]",C1957
1567,"[-73.996267, 40.665745]",C1958
1565,"[-73.988195, 40.74829]",C1959
1565,"[-74.01511, 40.706459]",C1960
1565,"[-73.963905, 40.761233]",C1961
1564,"[-73.98309, 40.726666]",C1962
1563,"[-73.801411, 40.673866]",C1963
1562,"[-73.780692, 40.646357]",C1964
1561,"[-73.806861, 40.685407]",C1965
1561,"[-73.901354, 40.725811]",C1966
1560,"[-73.959929, 40.709932]",C1967
1560,"[-74.008441, 40.724022]",C1968
1560,"[-73.980659, 40.774854]",C1969
1559,"[-73.971811, 40.760358]",C1970
1559,"[-74.124573, 40.73237]",C1971
1559,"[-73.997862, 40.741056]",C1972
1558,"[-73.991006, 40.723738]",C1973
1558,"[-73.973144, 40.748534]",C1974
1557,"[-74.006449, 40.739405]",C1975
1557,"[-73.961363, 40.706997]",C1976
1554,"[-73.988736, 40.699559]",C1977
1554,"[-73.972567, 40.745071]",C1978
1554,"[-73.973156, 40.7651]",C1979
1553,"[-74.063005, 40.770156]",C1980
1551,"[-73.966517, 40.784133]",C1981
1549,"[-73.923386, 40.798485]",C1982
1548,"[-73.975135, 40.758486]",C1983
1548,"[-73.977888, 40.748921]",C1984
1548,"[-73.977693, 40.787088]",C1985
1546,"[-73.981659, 40.767725]",C1986
1545,"[-74.006935, 40.719119]",C1987
1544,"[-73.957911, 40.759752]",C1988
1543,"[-73.945587, 40.752943]",C1989
1542,"[-73.787825, 40.665084]",C1990
1542,"[-73.96155, 40.768452]",C1991
1542,"[-73.942493, 40.747141]",C1992
1541,"[-73.98171, 40.767119]",C1993
1541,"[-73.973278, 40.765031]",C1994
1541,"[-73.942559, 40.848923]",C1995
1541,"[-73.9518, 40.742994]",C1996
1540,"[-73.946707, 40.771304]",C1997
1539,"[-74.009255, 40.702171]",C1998
1539,"[-73.787406, 40.653722]",C1999
1536,"[-73.929978, 40.795107]",C2000
1536,"[-73.963566, 40.696376]",C2001
1535,"[-73.961038, 40.818704]",C2002
1535,"[-73.965778, 40.75864]",C2003
1535,"[-74.009723, 40.724955]",C2004
1534,"[-74.037487, 40.774792]",C2005
1533,"[-73.995874, 40.738686]",C2006
1532,"[-73.971907, 40.757125]",C2007
1531,"[-73.980995, 40.788969]",C2008
1531,"[-74.1219, 40.744055]",C2009
1531,"[-73.967032, 40.76095]",C2010
1531,"[-73.95587, 40.776235]",C2011
1530,"[-73.973735, 40.754613]",C2012
1530,"[-73.984923, 40.742064]",C2013
1530,"[-74.014361, 40.701331]",C2014
1530,"[-73.988792, 40.722908]",C2015
1529,"[-73.96179, 40.791332]",C2016
1528,"[-73.948935, 40.836442]",C2017
1528,"[-73.989766, 40.739176]",C2018
1526,"[-73.825743, 40.716066]",C2019
1524,"[-73.999852, 40.743427]",C2020
1523,"[-73.948009, 40.817116]",C2021
1522,"[-73.958253, 40.772969]",C2022
1522,"[-73.973892, 40.801528]",C2023
1522,"[-73.96004, 40.798047]",C2024
1521,"[-73.897537, 40.75258]",C2025
1519,"[-73.998804, 40.760149]",C2026
1519,"[-73.787649, 40.663694]",C2027
1518,"[-74.001637, 40.76132]",C2028
1518,"[-73.973015, 40.744462]",C2029
1518,"[-74.104914, 40.756013]",C2030
1517,"[-73.942833, 40.784155]",C2031
1516,"[-73.98987, 40.725582]",C2032
1516,"[-73.924942, 40.735763]",C2033
1515,"[-74.11772, 40.749595]",C2034
1514,"[-73.987165, 40.722409]",C2035
1514,"[-73.981822, 40.752197]",C2036
1513,"[-74.131888, 40.72574]",C2037
1513,"[-74.001859, 40.745856]",C2038
1512,"[-74.136424, 40.717956]",C2039
1511,"[-73.984675, 40.785912]",C2040
1509,"[-74.001152, 40.731798]",C2041
1509,"[-74.016603, 40.705012]",C2042
1508,"[-73.987319, 40.78055]",C2043
1506,"[-73.991118, 40.776288]",C2044
1505,"[-73.995963, 40.755186]",C2045
1505,"[-73.958418, 40.7102]",C2046
1505,"[-73.974432, 40.774683]",C2047
1504,"[-73.972657, 40.742194]",C2048
1503,"[-74.01439, 40.701264]",C2049
1503,"[-73.990351, 40.731281]",C2050
1501,"[-74.153815, 40.707994]",C2051
1500,"[-73.953911, 40.7133]",C2052
1500,"[-74.140267, 40.714396]",C2053
1498,"[-74.011768, 40.721645]",C2054
1498,"[-74.005003, 40.706853]",C2055
1498,"[-73.981176, 40.781802]",C2056
1497,"[-73.826477, 40.721178]",C2057
1497,"[-73.980554, 40.78325]",C2058
1497,"[-73.970748, 40.747642]",C2059
1496,"[-73.968464, 40.799058]",C2060
1495,"[-73.934953, 40.809927]",C2061
1494,"[-73.983403, 40.771088]",C2062
1494,"[-73.962931, 40.781642]",C2063
1493,"[-73.982914, 40.742024]",C2064
1493,"[-73.870217, 40.771131]",C2065
1493,"[-74.003889, 40.7255]",C2066
1493,"[-74.011583, 40.703519]",C2067
1493,"[-74.178548, 40.711056]",C2068
1492,"[-73.963857, 40.777053]",C2069
1492,"[-73.916282, 40.770262]",C2070
1492,"[-73.969624, 40.760253]",C2071
1492,"[-73.986244, 40.772288]",C2072
1490,"[-73.802555, 40.647551]",C2073
1490,"[-73.93289, 40.802845]",C2074
1490,"[-73.899713, 40.757668]",C2075
1489,"[-73.942899, 40.751612]",C2076
1489,"[-74.177832, 40.711513]",C2077
1486,"[-73.982195, 40.767635]",C2078
1486,"[-73.801577, 40.646621]",C2079
1486,"[-73.980654, 40.745133]",C2080
1485,"[-73.961251, 40.701053]",C2081
1485,"[-73.961899, 40.698188]",C2082
1484,"[-73.898968, 40.741043]",C2083
1481,"[-73.908552, 40.736554]",C2084
1479,"[-74.008016, 40.707988]",C2085
1478,"[-73.9754, 40.774678]",C2086
1478,"[-73.990316, 40.761606]",C2087
1476,"[-73.97708, 40.771329]",C2088
1475,"[-73.935902, 40.791213]",C2089
1475,"[-73.893966, 40.725199]",C2090
1474,"[-73.836391, 40.734758]",C2091
1473,"[-73.979599, 40.749648]",C2092
1472,"[-73.987662, 40.751443]",C2093
1469,"[-73.981085, 40.696744]",C2094
1468,"[-73.966154, 40.753876]",C2095
1467,"[-73.963859, 40.783194]",C2096
1467,"[-73.96865, 40.799142]",C2097
1467,"[-73.97977, 40.752139]",C2098
1466,"[-73.976735, 40.796025]",C2099
1465,"[-73.830937, 40.66554]",C2100
1464,"[-73.977432, 40.753717]",C2101
1464,"[-73.986219, 40.699929]",C2102
1464,"[-73.976248, 40.748231]",C2103
1464,"[-74.00907, 40.740819]",C2104
1464,"[-73.974769, 40.736383]",C2105
1463,"[-73.999634, 40.753919]",C2106
1459,"[-73.807328, 40.685956]",C2107
1458,"[-73.877356, 40.770522]",C2108
1458,"[-73.985699, 40.744005]",C2109
1457,"[-74.006932, 40.748877]",C2110
1456,"[-73.9968, 40.725378]",C2111
1456,"[-73.846743, 40.743403]",C2112
1456,"[-74.007989, 40.703198]",C2113
1456,"[-73.972166, 40.730075]",C2114
1455,"[-74.01217, 40.701339]",C2115
1455,"[-73.970497, 40.764842]",C2116
1455,"[-73.992795, 40.768394]",C2117
1453,"[-73.963162, 40.760483]",C2118
1453,"[-73.966813, 40.764105]",C2119
1452,"[-74.003428, 40.738753]",C2120
1452,"[-73.958391, 40.815808]",C2121
1452,"[-73.956935, 40.766522]",C2122
1448,"[-73.994648, 40.725935]",C2123
1448,"[-73.975807, 40.683414]",C2124
1448,"[-73.941736, 40.746143]",C2125
1447,"[-73.994252, 40.728412]",C2126
1445,"[-74.013927, 40.701188]",C2127
1444,"[-73.865571, 40.768836]",C2128
1443,"[-73.982779, 40.745199]",C2129
1443,"[-73.987778, 40.738338]",C2130
1437,"[-73.943498, 40.783656]",C2131
1436,"[-73.801199, 40.6463]",C2132
1436,"[-73.972603, 40.745624]",C2133
1435,"[-73.983107, 40.784992]",C2134
1434,"[-73.945716, 40.74085]",C2135
1433,"[-73.981619, 40.767744]",C2136
1431,"[-73.985796, 40.700769]",C2137
1430,"[-74.0101, 40.739118]",C2138
1430,"[-73.956434, 40.71062]",C2139
1430,"[-74.002562, 40.681513]",C2140
1428,"[-73.962078, 40.755442]",C2141
1428,"[-73.930713, 40.801511]",C2142
1427,"[-74.005474, 40.709095]",C2143
1427,"[-73.978717, 40.720007]",C2144
1427,"[-73.979128, 40.770276]",C2145
1427,"[-73.919346, 40.796428]",C2146
1426,"[-73.954266, 40.741552]",C2147
1424,"[-73.981811, 40.746343]",C2148
1421,"[-74.003055, 40.706062]",C2149
1420,"[-73.785266, 40.646109]",C2150
1419,"[-73.998626, 40.750257]",C2151
1419,"[-73.964797, 40.75999]",C2152
1418,"[-73.974999, 40.755974]",C2153
1418,"[-74.007075, 40.728766]",C2154
1418,"[-73.954835, 40.811725]",C2155
1416,"[-74.005107, 40.746395]",C2156
1415,"[-73.99755, 40.74658]",C2157
1415,"[-73.98413, 40.743345]",C2158
1413,"[-73.951624, 40.742874]",C2159
1413,"[-73.982267, 40.73602]",C2160
1412,"[-73.988636, 40.77412]",C2161
1412,"[-73.98579, 40.735204]",C2162
1410,"[-73.984221, 40.784494]",C2163
1410,"[-74.014535, 40.701379]",C2164
1408,"[-73.984837, 40.724269]",C2165
1407,"[-73.980277, 40.696444]",C2166
1406,"[-73.970954, 40.76422]",C2167
1404,"[-74.001619, 40.709524]",C2168
1404,"[-73.968318, 40.764743]",C2169
1403,"[-73.990767, 40.760986]",C2170
1401,"[-73.968914, 40.758324]",C2171
1401,"[-73.976418, 40.780674]",C2172
1401,"[-73.979536, 40.73979]",C2173
1401,"[-73.801405, 40.646687]",C2174
1400,"[-73.974927, 40.746068]",C2175
1399,"[-73.971644, 40.743853]",C2176
1399,"[-73.997785, 40.724235]",C2177
1398,"[-73.962876, 40.799237]",C2178
1398,"[-73.982054, 40.696023]",C2179
1398,"[-73.868277, 40.771066]",C2180
1397,"[-73.919563, 40.797091]",C2181
1397,"[-73.992837, 40.720056]",C2182
1397,"[-73.974545, 40.746585]",C2183
1396,"[-73.982038, 40.778905]",C2184
1396,"[-73.852254, 40.756842]",C2185
1395,"[-73.800196, 40.645636]",C2186
1394,"[-73.863483, 40.767319]",C2187
1391,"[-74.001191, 40.729171]",C2188
1391,"[-73.973309, 40.760989]",C2189
1390,"[-73.873919, 40.772605]",C2190
1390,"[-73.956545, 40.778181]",C2191
1390,"[-73.968006, 40.759574]",C2192
1388,"[-74.003581, 40.743476]",C2193
1387,"[-73.997073, 40.749189]",C2194
1386,"[-73.893643, 40.766385]",C2195
1385,"[-74.015197, 40.708495]",C2196
1384,"[-73.897719, 40.752563]",C2197
1383,"[-73.957305, 40.76022]",C2198
1382,"[-73.865258, 40.7691]",C2199
1381,"[-74.002194, 40.727982]",C2200
1381,"[-73.961361, 40.701163]",C2201
1381,"[-73.957808, 40.779539]",C2202
1380,"[-73.963438, 40.761867]",C2203
1380,"[-73.871885, 40.648227]",C2204
1377,"[-73.945713, 40.777857]",C2205
1377,"[-74.003155, 40.727664]",C2206
1375,"[-73.929366, 40.79931]",C2207
1373,"[-73.975764, 40.747069]",C2208
1372,"[-73.891988, 40.725597]",C2209
1371,"[-73.917283, 40.770828]",C2210
1370,"[-74.000628, 40.737222]",C2211
1370,"[-74.004688, 40.730321]",C2212
1368,"[-73.96755, 40.747743]",C2213
1368,"[-73.991684, 40.759728]",C2214
1368,"[-73.990887, 40.765915]",C2215
1368,"[-74.0021, 40.728103]",C2216
1366,"[-74.00874, 40.74147]",C2217
1365,"[-73.996645, 40.747822]",C2218
1364,"[-73.985087, 40.758587]",C2219
1361,"[-73.934046, 40.807415]",C2220
1361,"[-73.999069, 40.749651]",C2221
1361,"[-73.92447, 40.735598]",C2222
1359,"[-73.967709, 40.762872]",C2223
1358,"[-73.960236, 40.778908]",C2224
1358,"[-73.996789, 40.752742]",C2225
1358,"[-73.993982, 40.771259]",C2226
1358,"[-73.870419, 40.77353]",C2227
1357,"[-74.000438, 40.74778]",C2228
1356,"[-73.95382, 40.784564]",C2229
1355,"[-73.94335, 40.774434]",C2230
1355,"[-74.004825, 40.712347]",C2231
1354,"[-73.93101, 40.804304]",C2232
1354,"[-73.974015, 40.743095]",C2233
1353,"[-74.008466, 40.720646]",C2234
1353,"[-74.016711, 40.704953]",C2235
1352,"[-73.99658, 40.742811]",C2236
1352,"[-73.930111, 40.794949]",C2237
1352,"[-74.013914, 40.701258]",C2238
1350,"[-74.005259, 40.681]",C2239
1350,"[-73.977431, 40.752273]",C2240
1350,"[-73.919735, 40.795686]",C2241
1349,"[-74.003768, 40.722384]",C2242
1348,"[-73.883432, 40.768365]",C2243
1347,"[-73.78447, 40.646045]",C2244
1345,"[-73.930577, 40.801503]",C2245
1345,"[-74.005475, 40.730104]",C2246
1344,"[-74.005304, 40.74003]",C2247
1343,"[-73.962785, 40.697203]",C2248
1342,"[-74.0128, 40.701263]",C2249
1342,"[-74.010991, 40.727134]",C2250
1341,"[-73.992573, 40.714652]",C2251
1340,"[-73.951836, 40.715481]",C2252
1340,"[-74.007459, 40.707219]",C2253
1340,"[-74.000703, 40.742254]",C2254
1339,"[-73.984798, 40.745239]",C2255
1339,"[-74.025347, 40.639991]",C2256
1338,"[-74.012837, 40.702442]",C2257
1338,"[-73.974712, 40.79881]",C2258
1338,"[-73.983678, 40.743965]",C2259
1335,"[-73.94203, 40.849219]",C2260
1334,"[-73.855149, 40.759012]",C2261
1333,"[-73.980222, 40.751521]",C2262
1332,"[-73.988517, 40.737123]",C2263
1332,"[-73.922812, 40.734326]",C2264
1331,"[-73.982225, 40.777141]",C2265
1331,"[-73.921711, 40.796816]",C2266
1331,"[-73.976811, 40.743525]",C2267
1331,"[-73.934743, 40.750979]",C2268
1329,"[-74.004779, 40.737543]",C2269
1328,"[-73.872386, 40.678087]",C2270
1327,"[-73.980856, 40.741968]",C2271
1326,"[-73.993607, 40.762185]",C2272
1326,"[-74.009226, 40.709377]",C2273
1325,"[-73.953489, 40.779497]",C2274
1324,"[-73.975345, 40.716972]",C2275
1324,"[-73.920789, 40.767663]",C2276
1324,"[-73.957868, 40.800521]",C2277
1324,"[-73.895387, 40.725278]",C2278
1323,"[-73.975668, 40.753801]",C2279
1321,"[-73.957812, 40.773573]",C2280
1321,"[-73.994471, 40.755913]",C2281
1320,"[-73.995101, 40.75676]",C2282
1320,"[-74.012933, 40.716423]",C2283
1320,"[-73.964863, 40.752517]",C2284
1320,"[-74.01457, 40.701314]",C2285
1319,"[-73.973175, 40.758475]",C2286
1318,"[-73.952573, 40.780753]",C2287
1318,"[-73.981426, 40.781058]",C2288
1318,"[-74.001639, 40.733697]",C2289
1318,"[-74.000881, 40.747175]",C2290
1318,"[-73.990027, 40.732756]",C2291
1315,"[-74.01016, 40.733145]",C2292
1315,"[-73.97535, 40.749468]",C2293
1315,"[-73.944262, 40.781491]",C2294
1314,"[-73.952925, 40.71406]",C2295
1313,"[-73.963843, 40.815883]",C2296
1312,"[-74.007952, 40.714935]",C2297
1311,"[-73.952104, 40.740957]",C2298
1311,"[-74.000532, 40.71843]",C2299
1311,"[-73.992139, 40.759103]",C2300
1310,"[-73.952806, 40.783302]",C2301
1310,"[-73.869897, 40.771251]",C2302
1309,"[-73.946173, 40.777227]",C2303
1309,"[-74.002384, 40.760696]",C2304
1308,"[-73.837484, 40.667018]",C2305
1308,"[-73.983364, 40.741406]",C2306
1308,"[-73.801252, 40.67219]",C2307
1307,"[-73.99777, 40.674742]",C2308
1305,"[-73.929985, 40.784061]",C2309
1304,"[-73.951205, 40.782626]",C2310
1303,"[-73.929871, 40.795252]",C2311
1303,"[-73.989365, 40.735949]",C2312
1303,"[-73.976693, 40.795602]",C2313
1301,"[-73.79437, 40.666512]",C2314
1300,"[-73.976959, 40.766971]",C2315
1300,"[-73.991674, 40.72692]",C2316
1300,"[-73.978192, 40.741653]",C2317
1300,"[-73.787801, 40.654178]",C2318
1299,"[-73.974536, 40.746152]",C2319
1298,"[-73.962439, 40.75483]",C2320
1297,"[-74.002476, 40.730337]",C2321
1297,"[-73.871723, 40.731127]",C2322
1296,"[-73.90148, 40.738939]",C2323
1296,"[-73.995016, 40.714867]",C2324
1296,"[-73.875896, 40.7717]",C2325
1295,"[-73.779007, 40.646677]",C2326
1294,"[-73.952704, 40.776562]",C2327
1293,"[-73.958674, 40.802464]",C2328
1293,"[-73.965533, 40.695845]",C2329
1293,"[-73.967271, 40.763482]",C2330
1292,"[-73.962032, 40.773734]",C2331
1292,"[-74.032049, 40.728959]",C2332
1292,"[-73.986783, 40.78154]",C2333
1290,"[-74.012569, 40.701378]",C2334
1290,"[-73.985246, 40.744623]",C2335
1289,"[-73.961591, 40.81729]",C2336
1288,"[-73.998077, 40.674115]",C2337
1288,"[-73.919489, 40.796543]",C2338
1287,"[-73.894389, 40.765532]",C2339
1286,"[-74.013749, 40.714377]",C2340
1286,"[-73.962983, 40.762498]",C2341
1285,"[-73.937635, 40.812748]",C2342
1283,"[-73.998681, 40.713519]",C2343
1280,"[-73.981109, 40.744498]",C2344
1280,"[-74.009906, 40.738813]",C2345
1280,"[-73.937302, 40.789608]",C2346
1279,"[-73.999449, 40.708107]",C2347
1279,"[-73.966359, 40.764732]",C2348
1279,"[-73.998524, 40.719786]",C2349
1279,"[-73.954481, 40.778137]",C2350
1279,"[-73.971338, 40.744199]",C2351
1279,"[-73.971238, 40.74446]",C2352
1275,"[-73.846236, 40.742733]",C2353
1273,"[-73.944765, 40.774936]",C2354
1272,"[-74.002401, 40.738749]",C2355
1272,"[-73.991691, 40.735205]",C2356
1271,"[-73.985825, 40.740825]",C2357
1270,"[-73.994526, 40.760925]",C2358
1269,"[-73.944171, 40.719949]",C2359
1269,"[-73.786399, 40.641768]",C2360
1268,"[-73.971854, 40.743647]",C2361
1267,"[-73.840455, 40.66657]",C2362
1267,"[-73.972831, 40.745936]",C2363
1267,"[-73.943573, 40.779299]",C2364
1266,"[-73.971379, 40.800753]",C2365
1265,"[-74.011991, 40.721667]",C2366
1265,"[-73.995377, 40.754675]",C2367
1264,"[-73.979985, 40.769005]",C2368
1264,"[-73.994391, 40.719457]",C2369
1263,"[-73.969832, 40.797183]",C2370
1262,"[-73.948968, 40.78168]",C2371
1262,"[-73.989011, 40.743796]",C2372
1261,"[-73.964319, 40.756377]",C2373
1261,"[-73.801291, 40.673456]",C2374
1260,"[-73.979089, 40.740407]",C2375
1260,"[-73.99942, 40.744009]",C2376
1259,"[-74.016561, 40.704047]",C2377
1259,"[-73.788594, 40.641911]",C2378
1259,"[-74.00084, 40.67531]",C2379
1258,"[-74.008477, 40.711352]",C2380
1257,"[-73.999978, 40.748409]",C2381
1254,"[-73.96786, 40.765374]",C2382
1254,"[-73.993791, 40.720334]",C2383
1252,"[-73.970089, 40.759631]",C2384
1252,"[-74.003349, 40.732711]",C2385
1249,"[-73.904085, 40.726272]",C2386
1249,"[-73.981912, 40.746458]",C2387
1247,"[-73.974964, 40.799067]",C2388
1245,"[-74.016695, 40.705026]",C2389
1244,"[-73.93112, 40.801259]",C2390
1243,"[-73.95434, 40.714072]",C2391
1242,"[-73.96525, 40.75513]",C2392
1241,"[-74.012166, 40.701551]",C2393
1240,"[-73.971189, 40.766767]",C2394
1239,"[-73.952917, 40.80778]",C2395
1239,"[-73.987336, 40.752903]",C2396
1239,"[-73.961326, 40.791099]",C2397
1238,"[-73.950337, 40.779809]",C2398
1237,"[-74.016909, 40.704832]",C2399
1236,"[-73.961622, 40.756059]",C2400
1234,"[-73.97545, 40.775914]",C2401
1234,"[-73.916253, 40.770075]",C2402
1233,"[-73.982163, 40.767742]",C2403
1232,"[-74.010272, 40.732007]",C2404
1232,"[-73.970969, 40.675146]",C2405
1231,"[-73.951336, 40.743225]",C2406
1231,"[-73.975768, 40.774243]",C2407
1229,"[-73.98849, 40.764112]",C2408
1229,"[-73.998287, 40.74047]",C2409
1229,"[-73.917749, 40.770435]",C2410
1228,"[-74.005723, 40.731647]",C2411
1228,"[-73.990987, 40.723986]",C2412
1227,"[-73.988729, 40.745286]",C2413
1226,"[-73.997453, 40.758238]",C2414
1226,"[-73.974532, 40.778168]",C2415
1225,"[-73.961794, 40.773634]",C2416
1224,"[-73.875301, 40.644749]",C2417
1224,"[-73.961334, 40.774266]",C2418
1224,"[-73.896442, 40.763035]",C2419
1224,"[-74.006929, 40.754459]",C2420
1223,"[-74.013222, 40.716528]",C2421
1223,"[-73.990344, 40.72894]",C2422
1222,"[-74.009922, 40.725029]",C2423
1221,"[-74.010945, 40.716291]",C2424
1220,"[-73.9643, 40.764682]",C2425
1220,"[-73.990797, 40.700244]",C2426
1214,"[-74.007392, 40.705183]",C2427
1212,"[-73.942581, 40.775815]",C2428
1212,"[-74.008123, 40.711993]",C2429
1212,"[-73.983443, 40.747098]",C2430
1211,"[-74.011527, 40.714294]",C2431
1211,"[-74.006498, 40.736957]",C2432
1209,"[-73.977717, 40.794491]",C2433
1209,"[-73.965618, 40.795471]",C2434
1209,"[-74.000182, 40.758298]",C2435
1207,"[-74.007152, 40.754087]",C2436
1206,"[-73.980065, 40.696328]",C2437
1206,"[-73.982305, 40.773099]",C2438
1206,"[-73.982355, 40.767934]",C2439
1205,"[-73.837584, 40.742955]",C2440
1205,"[-73.942511, 40.775652]",C2441
1203,"[-74.002786, 40.74959]",C2442
1203,"[-74.008845, 40.72747]",C2443
1203,"[-73.853391, 40.758934]",C2444
1202,"[-73.861884, 40.767626]",C2445
1201,"[-73.95148, 40.765849]",C2446
1201,"[-73.942881, 40.777665]",C2447
1200,"[-74.00453, 40.716287]",C2448
1200,"[-73.983018, 40.785771]",C2449
1200,"[-74.053776, 40.780704]",C2450
1198,"[-73.893214, 40.725403]",C2451
1198,"[-73.952342, 40.783937]",C2452
1198,"[-73.988539, 40.727402]",C2453
1197,"[-73.941903, 40.849221]",C2454
1197,"[-73.957453, 40.710258]",C2455
1197,"[-73.954857, 40.763998]",C2456
1197,"[-73.97513, 40.79911]",C2457
1196,"[-73.964657, 40.695742]",C2458
1195,"[-73.976436, 40.796355]",C2459
1195,"[-73.834623, 40.749132]",C2460
1194,"[-73.998515, 40.749495]",C2461
1193,"[-73.997099, 40.747198]",C2462
1193,"[-73.937395, 40.748923]",C2463
1191,"[-73.981365, 40.767959]",C2464
1191,"[-74.001969, 40.735069]",C2465
1191,"[-73.981407, 40.768071]",C2466
1191,"[-73.988332, 40.747551]",C2467
1190,"[-73.871248, 40.771691]",C2468
1187,"[-73.955565, 40.785304]",C2469
1182,"[-73.965705, 40.800431]",C2470
1182,"[-73.962649, 40.697157]",C2471
1181,"[-73.985752, 40.723009]",C2472
1181,"[-74.007214, 40.753952]",C2473
1180,"[-73.983985, 40.780496]",C2474
1179,"[-73.865213, 40.769204]",C2475
1179,"[-73.958023, 40.778804]",C2476
1178,"[-73.923314, 40.735483]",C2477
1178,"[-73.828408, 40.775422]",C2478
1177,"[-73.797221, 40.644789]",C2479
1177,"[-74.004363, 40.711167]",C2480
1177,"[-73.999754, 40.734311]",C2481
1176,"[-73.942451, 40.775923]",C2482
1176,"[-73.807156, 40.657813]",C2483
1175,"[-73.980731, 40.733837]",C2484
1175,"[-73.982124, 40.767724]",C2485
1175,"[-74.009678, 40.71495]",C2486
1175,"[-74.00766, 40.712541]",C2487
1174,"[-73.995057, 40.756052]",C2488
1173,"[-73.982273, 40.771446]",C2489
1173,"[-73.98667, 40.76661]",C2490
1173,"[-73.984076, 40.749102]",C2491
1172,"[-74.000628, 40.757686]",C2492
1172,"[-73.869379, 40.724395]",C2493
1171,"[-73.968882, 40.773227]",C2494
1171,"[-73.967994, 40.801401]",C2495
1171,"[-73.981407, 40.768031]",C2496
1169,"[-73.974927, 40.735352]",C2497
1169,"[-74.000577, 40.727357]",C2498
1169,"[-73.959176, 40.771704]",C2499
1169,"[-73.989868, 40.733528]",C2500
1168,"[-73.943813, 40.783154]",C2501
1167,"[-73.962515, 40.763113]",C2502
1167,"[-73.844196, 40.733829]",C2503
1167,"[-73.948832, 40.836532]",C2504
1167,"[-73.92178, 40.796255]",C2505
1166,"[-73.987102, 40.780959]",C2506
1165,"[-73.992368, 40.689688]",C2507
1165,"[-74.004738, 40.752016]",C2508
1164,"[-73.975102, 40.752741]",C2509
1164,"[-73.979844, 40.696296]",C2510
1162,"[-73.896151, 40.742935]",C2511
1161,"[-73.996587, 40.748647]",C2512
1161,"[-73.934419, 40.74603]",C2513
1161,"[-73.984348, 40.745856]",C2514
1160,"[-73.961003, 40.709606]",C2515
1159,"[-73.960316, 40.773013]",C2516
1158,"[-73.963549, 40.774372]",C2517
1157,"[-73.796237, 40.644694]",C2518
1157,"[-73.981997, 40.767688]",C2519
1154,"[-73.991026, 40.730097]",C2520
1153,"[-73.94922, 40.742531]",C2521
1151,"[-73.918774, 40.731978]",C2522
1151,"[-73.997944, 40.749506]",C2523
1151,"[-74.004329, 40.711356]",C2524
1151,"[-74.003999, 40.742883]",C2525
1151,"[-73.997322, 40.758173]",C2526
1150,"[-73.959965, 40.756927]",C2527
1149,"[-73.985444, 40.731658]",C2528
1149,"[-74.00219, 40.680106]",C2529
1149,"[-73.911232, 40.729832]",C2530
1149,"[-73.950794, 40.779176]",C2531
1149,"[-73.953629, 40.77529]",C2532
1148,"[-73.863124, 40.76722]",C2533
1148,"[-73.956945, 40.783417]",C2534
1148,"[-73.982012, 40.743261]",C2535
1148,"[-73.981957, 40.777853]",C2536
1148,"[-73.825728, 40.715335]",C2537
1147,"[-73.997358, 40.729944]",C2538
1145,"[-73.956034, 40.784667]",C2539
1145,"[-74.009424, 40.704508]",C2540
1145,"[-73.960231, 40.766242]",C2541
1143,"[-73.944813, 40.779106]",C2542
1143,"[-73.929541, 40.786676]",C2543
1141,"[-74.019845, 40.767375]",C2544
1139,"[-73.976967, 40.755971]",C2545
1138,"[-73.930958, 40.801365]",C2546
1138,"[-73.876372, 40.772953]",C2547
1138,"[-73.968543, 40.764837]",C2548
1137,"[-74.179219, 40.711883]",C2549
1136,"[-73.935005, 40.809407]",C2550
1135,"[-73.936606, 40.749309]",C2551
1135,"[-73.93026, 40.794803]",C2552
1134,"[-73.962536, 40.754816]",C2553
1133,"[-73.963872, 40.710307]",C2554
1133,"[-73.904666, 40.726555]",C2555
1131,"[-73.962258, 40.772999]",C2556
1130,"[-73.986598, 40.742771]",C2557
1129,"[-73.987125, 40.765994]",C2558
1129,"[-73.998713, 40.739881]",C2559
1127,"[-73.981117, 40.774227]",C2560
1126,"[-73.929093, 40.799136]",C2561
1126,"[-73.983504, 40.776047]",C2562
1126,"[-73.984711, 40.710722]",C2563
1126,"[-73.947048, 40.72283]",C2564
1125,"[-73.943088, 40.77459]",C2565
1125,"[-73.929208, 40.800975]",C2566
1123,"[-73.953034, 40.78012]",C2567
1122,"[-73.886072, 40.768775]",C2568
1122,"[-74.004561, 40.73401]",C2569
1122,"[-73.893335, 40.766218]",C2570
1120,"[-73.937586, 40.848514]",C2571
1120,"[-73.999604, 40.731043]",C2572
1119,"[-73.957611, 40.760216]",C2573
1119,"[-73.839509, 40.764204]",C2574
1118,"[-73.986775, 40.698662]",C2575
1118,"[-73.996847, 40.757741]",C2576
1117,"[-73.984807, 40.760106]",C2577
1116,"[-73.98073, 40.782439]",C2578
1116,"[-73.983023, 40.786443]",C2579
1116,"[-74.002732, 40.74464]",C2580
1115,"[-73.971517, 40.768781]",C2581
1115,"[-73.960634, 40.756138]",C2582
1114,"[-74.001448, 40.727613]",C2583
1113,"[-73.945621, 40.835165]",C2584
1113,"[-73.9927, 40.763428]",C2585
